#OTU ID	1289.S322.001.fa	1170.S330.001.fa	814.S250.001.fa	898.S253.001.fa	106.S118.001.fa	313.S121.001.fa	534.S159.001.fa	1285.S312.001.fa	1607.S278.001.fa	1078.S268.001.fa	24.S133.001.fa	1300.S274.001.fa	1178.S281.001.fa	203.S175.001.fa	829.S205.001.fa	725.S236.001.fa	1414.S292.001.fa	240.S176.001.fa	1541.S287.001.fa	1485.S325.001.fa	1265.S273.001.fa	1367.S335.001.fa	1059.S233.001.fa	1594.S316.001.fa	560.S141.001.fa	1446.S293.001.fa	1722.S318.001.fa	1224.S301.001.fa	713.S213.001.fa	39.S150.001.fa	1405.S285.001.fa	363.S166.001.fa	236.S164.001.fa	430.S114.001.fa	1587.S305.001.fa	320.S129.001.fa	935.S254.001.fa	340.S145.001.fa	375.S122.001.fa	1275.S291.001.fa	839.S227.001.fa	746.S204.001.fa	1179.S290.001.fa	1054.S222.001.fa	437.S131.001.fa	200.S153.001.fa	544.S180.001.fa	351.S156.001.fa	952.S300.001.fa	993.S244.001.fa	904.S199.001.fa	936.S265.001.fa	1120.S341.001.fa	1175.S270.001.fa	1360.S323.001.fa	970.S221.001.fa	841.S239.001.fa	585.S181.001.fa	844.S251.001.fa	1694.S288.001.fa	784.S185.001.fa	1292.S334.001.fa	1198.S331.001.fa	767.S237.001.fa	271.S155.001.fa	894.S241.001.fa	1217.S272.001.fa	690.S247.001.fa	377.S130.001.fa	1124.S269.001.fa	1186.S309.001.fa	8.S125.001.fa	1630.S306.001.fa	1426.S314.001.fa	777.S261.001.fa	73.S151.001.fa	966.S190.001.fa	235.S154.001.fa	70.S134.001.fa	1000.S256.001.fa	62.S117.001.fa	330.S138.001.fa	1639.S327.001.fa	535.S169.001.fa	1187.S319.001.fa	807.S215.001.fa	1636.S317.001.fa	775.S249.001.fa	1199.S343.001.fa	889.S218.001.fa	512.S140.001.fa	183.S127.001.fa	1085.S280.001.fa	893.S229.001.fa	1444.S286.001.fa	651.S246.001.fa	1599.S338.001.fa	815.S262.001.fa	1182.S299.001.fa	520.S147.001.fa	251.S128.001.fa	624.S201.001.fa	261.S137.001.fa	887.S198.001.fa	695.S259.001.fa	846.S263.001.fa	141.S152.001.fa	447.S146.001.fa	1653.S339.001.fa	449.S158.001.fa	1622.S295.001.fa	77.S162.001.fa	46.S172.001.fa	1004.S266.001.fa	208.S111.001.fa	1701.S296.001.fa	1753.S340.001.fa	1666.S279.001.fa	1261.S333.001.fa	116.S135.001.fa	406.S157.001.fa	398.S139.001.fa	663.S202.001.fa	230.S144.001.fa	1213.S320.001.fa	880.S187.001.fa	419.S167.001.fa	41.S161.001.fa	26.S142.001.fa	1417.S303.001.fa	1258.S321.001.fa	1071.S267.001.fa	546.S115.001.fa	1216.S344.001.fa	1338.S313.001.fa	871.S252.001.fa	909.S208.001.fa	288.S165.001.fa	213.S120.001.fa	964.S255.001.fa	574.S148.001.fa	1705.S307.001.fa	80.S173.001.fa	1214.S332.001.fa	1429.S324.001.fa	673.S224.001.fa	1435.S347.001.fa	879.S264.001.fa	1506.S337.001.fa	1605.S349.001.fa	1222.S282.001.fa	590.S124.001.fa	962.S243.001.fa	716.S225.001.fa	1656.S350.001.fa	452.S168.001.fa	706.S194.001.fa	1307.S284.001.fa	1562.S294.001.fa	159.S119.001.fa	610.S171.001.fa	1262.S345.001.fa	618.S182.001.fa	937.S189.001.fa	659.S193.001.fa	559.S132.001.fa	1066.S257.001.fa	648.S234.001.fa	933.S242.001.fa	866.S228.001.fa	1767.S351.001.fa	812.S226.001.fa	1173.S342.001.fa	1091.S308.001.fa	1251.S311.001.fa	1139.S289.001.fa	432.S123.001.fa	1017.S191.001.fa	1473.S315.001.fa	903.S188.001.fa	608.S160.001.fa	645.S223.001.fa	247.S112.001.fa	733.S248.001.fa	743.S184.001.fa	967.S210.001.fa	910.S219.001.fa	960.S231.001.fa	506.S179.001.fa	938.S200.001.fa	888.S207.001.fa	228.S136.001.fa	64.S126.001.fa	985.S232.001.fa	621.S192.001.fa	1143.S298.001.fa	72.S143.001.fa	1471.S304.001.fa	51.S110.001.fa	1431.S336.001.fa	913.S230.001.fa	305.S113.001.fa	855.S197.001.fa	837.S216.001.fa	1595.S326.001.fa	427.S178.001.fa	1297.S346.001.fa	619.S183.001.fa	813.S238.001.fa	753.S214.001.fa	655.S258.001.fa	364.S177.001.fa	1065.S245.001.fa	848.S186.001.fa	577.S170.001.fa	710.S203.001.fa	143.S163.001.fa	1208.S310.001.fa	1528.S277.001.fa	951.S220.001.fa	1115.S329.001.fa	1511.S348.001.fa	860.S217.001.fa	1090.S297.001.fa	941.S209.001.fa	600.S149.001.fa	796.S195.001.fa	867.S240.001.fa	734.S260.001.fa	1200.S271.001.fa	856.S206.001.fa	587.S116.001.fa	1268.S283.001.fa	1437.S276.001.fa	679.S235.001.fa	667.S212.001.fa	1749.S328.001.fa	1386.S275.001.fa	151.S174.001.fa	825.S196.001.fa	635.S211.001.fa	1281.S302.001.fa
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella_sp001275135	28	8	5	2	4	3	57	142	378	4	13	32	145	0	277	0	1	54	47	5	127	2318	49	117	15	0	231	12	0	24	30	7	0	0	0	6	17	18	0	33	0	2	185	64	0	19	13	0	0	153	166	63	11	0	4	40	240	5	144	65	0	15	0	6	167	0	178	2	0	111	8	264	13	0	1	0	11	0	2	29	0	1	67	0	0	0	63	0	0	6	3	0	167	74	1	61	21	13	0	1278	2	0	0	7	33	0	2	13	9	0	9	84	2	18	10	32	11	0	59	33	1093	0	556	43	0	217	33	0	34	20	0	0	0	22	0	0	19	200	312	17	31	27	82	3	262	2	25	41	40	34	0	0	26	1448	75	5	45	68	0	5	5	23	186	5	12	1	647	112	0	0	26	6	0	34	35	200	13	0	0	426	0	0	0	0	3	44	110	5	225	1	244	106	203	64	0	0	27	0	148	1	20	30	0	39	0	0	11	30	0	14	4	4	0	0	2	15	299	10	0	0	0	7	47	2838	0	5	7	16	6	0	31	62	0	97	1	0	2	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_uniformis	679	97289	1118	31	962	204	4440	375	16290	72	4791	692	84450	68	1765	3085	1091	8658	52618	697	48626	2794	20977	29044	99	0	2272	44089	2	2954	18319	641	3	7	0	745	35286	10535	1	31039	1	182	332	47977	78	1398	703	2	1	21050	30350	54498	149731	26	8004	4749	5459	237	10045	205	1	420	1	528	52004	5	1568	15	66	3342	17347	732	12433	1	8342	0	20883	13918	8605	32492	12	765	2363	0	1	229	2939	105	0	15301	956	1	344633	35655	25	2381	167	8145	0	3727	1757	0	11	109218	35289	0	8029	20147	5392	67	672	21201	958	377	8240	86662	451	38918	473	650	1159	17	14102	12487	26	1747	39839	19	1536	26721	215	4	0	664	2	14	11227	208311	3968	466	230772	42099	4405	73023	208182	6	1944	2098	21319	224	1	80	281	1642	32995	505	595	28541	189108	16567	44015	715	9979	151	1600	0	6849	34425	2	2	856	1868	0	10586	124	2527	11892	118	108	17285	15	0	1	1	17011	588	444	68303	2734	77885	1680	1240	908	5527	10	12	841	152	180604	6	7744	526	522	15627	10	8	43020	3265	1	8504	52155	11096	3	25812	6131	19893	4600	5960	10	87	3	60	14	3269	2	332	254	3864	610	1	7210	2538	0	230182	225	0	113399	11	11	0	5	3
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster_aldenensis	289	1207	2	0	0	1	2	0	1021	128	0	154	1895	11	1	4	172	1	4065	8	2597	2994	2	1544	1	870	40	259	99	20	321	34	484	4	256	3	12	1	633	5685	4	0	1	14	27	409	0	0	30	12	2647	9083	2440	153	838	0	2483	0	5466	24	67	3920	491	7	11011	58	13	0	5	27	1823	5	41	72	0	1	202	3	19	3724	185	1	27	83	22519	2	2421	675	1206	2	0	536	20	369	9712	19	0	12	0	1	0	196	0	0	1471	441	1	14	0	0	6092	101	0	30	2	4433	334	295	1712	1	0	0	3	2	50	146	151	0	0	108	809	3	23	429	0	0	57	111	0	7	0	1133	1	6116	37	1	831	5917	78	47	21	22	0	3707	441	193	12	8806	7220	5	832	1733	67	2632	0	0	6	280	59	48	22	389	0	820	43	127	0	170	618	371	0	0	263638	190	0	18	26	563	1	9	10	18	70	61	1	30	0	0	1	0	159	53	0	0	102	0	112	1	42	381	8	5	74	38	105	99	0	1690	21312	73	108	656	0	1179	1	29	0	52	2	0	29	3932	1	72	0	0	1331	0	32	46	0	0
k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_sp900557505	5	21	0	4	10	1	0	0	0	0	2	9	2	0	0	3	0	0	0	0	6	0	0	1	0	0	0	0	0	0	4	124	0	0	4	10	1	0	0	1	3	12	0	4	0	3	0	0	2	1	2	4	38	3	1	10	0	0	0	17	0	54	0	75	0	0	0	4	0	21	1	0	0	0	3	0	7	0	0	0	0	33	8	0	0	0	0	0	0	0	0	0	1	3	1	18	1	3	0	1	0	0	0	0	0	0	0	4	3	0	1	0	0	38	0	0	0	0	0	0	1	0	4	0	65	1	4	95	0	1	0	162	0	0	0	2	0	4	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	7	24	0	2	9	0	12	1	0	0	15	4	1	0	0	1	0	0	1	0	1	0	0	11	0	0	0	9	7	0	0	1	0	0	17	0	0	4	0	1	0	0	2	0	0	0	26	0	20	0	0	0	8	2	3	0	2	0	0	0	4	0	0	2	0	0	1	0	1	0	1	13	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A_sp003471165	62	744	1	0	0	17	0	0	198	13	0	507	16	2	0	0	0	0	307	0	48	99	0	117	0	236	18	21	334	11	52	0	2	0	797	0	3	0	1	452	6	0	7	10	3	4	0	0	0	15	6	273	426	1764	33	0	102	0	4	74	1	10	33	0	10	12	8	0	4	36	57	0	34	37	8	0	3	0	0	5	28	0	384	0	64	0	61	201	306	0	0	2	1	81	29	6	6	0	1	5	0	673	0	5	4	10	0	0	0	0	5	0	0	11	0	1288	91	5	305	0	5	0	12	3	102	307	2	0	0	13	8	2	0	24	0	0	8	3	0	0	0	1	0	18	5	0	311	72	3	344	6	234	0	6	22	151	0	54	68	0	136	7	0	58	0	0	0	16	69	19	317	105	0	45	155	345	0	22	101	328	0	3	10	0	0	112	1	255	0	3	28	0	2	11	0	1	0	0	0	0	6	1	0	0	58	0	1	1	38	106	4	0	76	46	2	32	0	249	116	26	336	590	0	5	13	17	0	147	0	0	9	16	0	208	1	0	16	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__Schaedlerella_sp004556565	462	346	462	248	5	254	358	308	93	336	118	230	196	696	14	12	1731	85	53	5329	836	58	45	64	8	109	1476	99	237	696	12	1279	589	4204	943	1021	192	9374	1074	97	347	1	27	236	3	160	235	2696	0	101	163	69	2187	72	67	1	52	1	243	46	219	87	61	1351	122	903	2457	286	3889	65	227	36	108	505	236	5594	130	4026	24	92	1900	339	1369	406	211	23	1313	261	176	267	1032	3632	24	1970	175	236	101	1	0	18	353	3558	2827	1093	483	391	12	2018	335	16	43	133	180	193	25	111	304	1068	58	752	13	1271	46	114	46	45	30	6	313	528	5037	399	27	48	0	97	940	61	27	1364	2010	155	8733	52	88	9	95	4341	114	274	25	46662	37	25	27	99	84	55	35	0	100	1683	6764	151	5	0	23	46	2570	302	11582	268	0	29	10	93	15614	547	281	246	1885	0	473	0	496	45	3344	163	97	314	69	25	47	51	109	46	4194	215	702	1	51	26	0	36	64	120	62	79	11	37	115	0	70	43	153	39	54	39	261	3382	366	100	757	87	924	942	89	34	2291	0	52	48	0	2607	338	12	30	6	15	78	1	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter_sp003931565	74	13	0	20	4	2	0	103	2	24	0	38	8	0	0	0	1	0	0	1	9	110	472	0	0	10	16	78	0	0	29	289	0	0	2	193	2	0	0	1	1	151	63	36	258	71	0	0	1	274	1	64	31	30	4	188	148	0	2	20	0	41	0	93	98	0	28	10	0	11	3	0	6	12	0	0	5	0	1	19	206	149	0	0	42	0	0	13	16	0	0	1	7	22	14	417	33	9	0	0	0	0	0	0	15	0	0	5	0	31	47	38	0	11	0	1	0	0	3	0	17	0	0	192	1	11	223	41	0	13	5	6	0	0	0	4	0	75	0	21	0	43	59	12	51	0	0	44	112	14	0	0	0	26	2	0	103	17	87	3	2	73	0	0	0	0	68	501	0	44	15	50	0	2	9	2	6	298	112	9	0	142	278	0	0	37	31	0	0	1	10	0	0	0	5	208	0	0	1852	0	88	6	1	0	124	0	7	0	0	0	0	16	34	39	14	4	0	4	66	2	0	18	0	19	0	0	0	0	31	71	50	147	0	0	0	26	34	100	866	1	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_idrijaensis	75	159	53	0	16	26	271	18	4	295	4	0	0	928	1	15	384	8	0	6	1	10	28	0	0	0	57	10	25	0	93	3	40	39	1	10	28	193	37	0	114	1	212	94	506	823	45	560	20	13	52	3	7	13	16	0	6	2	80	166	289	44	56	466	5	3	14	4	858	87	0	142	29	293	18	191	64	0	18	10	517	403	2	22	6	33	5	11	205	9	7740	153	5	1	0	0	18	8	1	1	15	524	4488	1667	4	481	110	75	158	1	0	5	0	111	1	21	47	5	0	358	21	285	2	0	4	10	112	6	0	146	1	154	5	51	3	17	116	27	17	210	812	0	0	11	3	2	78	48	0	0	3	0	1	13	1	17	78	6	6	2	220	1	19	105	0	2	19	12	45	53	3	44	2	32	17	3	278	26	10	1	16345	8	539	240	153	3	37	3	0	0	20	77	98	122	15	4	9	23	15	758	0	1	1	5	2	5	68	1	86	9	1	0	4	4	0	3	39	141	31	83	0	46	0	62	3077	5	3	14	98	0	13	10	6	1	253	31	3	32	0	362	194	283
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola_vulgatus	561	3022	11740	2364	421068	17896	39412	1587	216124	4138	217442	324185	347522	4936	3749	4419	13484	75790	16766	244359	67730	334358	40508	316667	110897	8	1097	55970	7	406519	98192	31716	30	1838	6	260460	28466	548150	2	172227	9	34404	2842	2875	7	129809	254	35	4	213813	31550	18947	174971	153	254617	422477	122608	417	389071	1124	2	1714	13	23668	151761	7	1000	735	39837	278884	288313	157	65316	6	527	17	38257	55375	129810	213416	25	90589	205318	27	7	102789	277139	84	5	22624	237432	10	39911	78851	123	38134	10147	75441	9	10839	85280	7	134	4665	70429	11	385648	303634	335189	1941	26093	137699	437575	1834	440308	695	286239	35251	185956	511524	157635	1594	95222	444692	19	46956	84414	444	111197	46934	40631	42	1	677	4	125	64790	14780	63375	157964	13390	22744	79460	17807	51231	133	74166	308193	97394	239855	7	41527	423321	195617	166470	45214	6616	24834	3533	36929	165767	90724	131843	119	591318	18	81679	66635	49	11	224554	48432	7	127681	176513	42509	306831	194	5	237764	635	7	7	4	8293	144720	1916	86196	271391	22249	82795	18280	38914	193460	58	95	648241	90	63678	111	48691	6753	1342	8138	90	410	18693	482108	14	178075	57310	23053	5	214411	113659	20105	82445	189943	9	39841	47	654	222	420984	5	11488	3722	47576	194037	83	8013	20018	31	4616	11	16	36706	50	35	4	79	7
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Enterocloster;s__Enterocloster_sp005845215	511	49	0	0	0	0	0	4	164	3	0	66	634	1	2	2	0	0	169	1	193	179	0	56	0	1017	53	13	1	1	225	0	991	0	522	0	0	0	0	439	8	0	0	66	8	5	0	0	0	7	20	78	478	89	177	0	1858	0	5413	26	14	270	103	0	82	108	22	0	0	6	84	1	148	31	1	0	76	0	0	1050	4	0	26	103	120	0	107	216	1572	0	0	0	2	150	308	0	0	1	1	1	0	31	0	0	65	48	0	0	0	0	27	115	0	70	0	171	573	306	1612	0	0	0	5	1	4	932	80	0	0	284	35	0	2030	19	0	0	144	5	0	0	0	35	0	94	24	0	330	139	1	79	0	60	0	10	66	17	0	74	644	1	121	36	125	34	0	0	0	52	61	43	56	128	0	61	1	270	0	11	184	68	0	0	4	39	31	38	75	315	0	18	3	0	0	1	0	8	0	0	0	0	1	506	0	0	15	12	84	0	21	155	3	0	1185	36	10	61	0	141	82	12	99	50	0	8	0	22	0	284	0	0	23	739	0	205	9	0	21	0	0	0	1	0
k__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_rogosae	488	16	58	8	9	488	0	55	27	1	0	26	89	0	0	0	1	0	34	41	9	6	27	1	10	317	55	222	190	0	0	4	7	95	532	4	66	1	204	30	1	10	6	21	886	667	0	0	201	1	33	0	65	13	18	168	0	275	44	1005	737	145	262	13	360	156	6	6	0	25	51	0	273	143	0	0	0	0	0	75	6	22	614	82	78	0	49	2589	0	55	0	48	495	22	25	14	95	38	77	2	0	31	0	285	6	31	0	5	329	8	43	34	0	85	0	210	230	9	48	29	164	39	0	90	337	227	0	0	0	4	0	2	491	299	0	145	4	5	6	26	459	5	4	0	198	0	0	22	8	942	375	5	0	22	2	36	28	17	99	0	106	17	0	51	0	1740	556	0	41	77	151	51	13	0	1	15	131	327	252	13	141	172	2	10	0	9	1	3	0	28	2	0	67	0	2	136	0	9	206	273	0	9	1	31	69	2	219	0	156	1	4	1	71	27	0	23	0	57	272	601	78	224	0	72	273	0	0	1	65	33	3	1	1	0	283	0	84	0	869	7	1	1
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__UBA9502_sp003506385	483	140	1	0	0	0	0	0	50	18	0	27	235	0	0	0	0	0	120	1	222	66	0	119	0	68	26	6	12	0	67	0	21	0	136	0	0	0	9	124	23	0	0	0	1	1	0	0	9	24	35	42	174	202	38	0	32	0	10	9	14	158	19	0	24	74	5	0	0	14	39	0	1	60	9	0	19	0	0	25	3	0	7	13	67	0	4	321	34	0	0	2	0	57	44	1	0	0	0	4	0	38	0	0	3	27	0	5	0	0	2	14	0	5	0	215	281	29	323	0	2	0	1	0	58	74	11	0	0	103	54	0	9	158	0	0	2	2	0	0	0	8	0	24	5	0	169	13	5	22	0	3	0	3	113	19	0	46	40	0	6	35	0	2	0	0	0	9	71	32	60	142	0	26	18	58	0	50	609	19	0	0	1	0	0	17	2	134	1	1	8	0	0	0	0	3	0	0	0	0	3	7	0	0	43	0	5	1	39	190	0	0	104	10	2	6	0	41	66	39	202	118	0	3	0	7	0	12	0	0	23	33	0	81	1	0	5	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-81;s__CAG-81_sp900066785	525	37	0	0	0	0	0	0	95	6	0	585	26	0	2	0	0	0	32	0	765	74	0	15	0	18	4	0	2	0	303	0	5	0	182	0	0	0	15	685	3	0	0	0	0	0	0	0	2	0	4	4	1285	4	21	0	40	0	8	0	8	20	10	0	2	73	4	0	0	5	2	0	47	11	0	0	10	0	0	36	5	0	11	0	40	1	1	12	31	0	0	10	1	5573	50	0	0	0	0	0	0	88	0	0	0	12	0	0	0	0	0	4	0	12	0	3050	315	4	717	0	3	0	4	0	102	27	0	0	0	121	15	0	1	11	0	0	1	2	0	0	0	0	0	35	3	0	492	8	0	103	13	7	0	1	3384	7	0	11	3	0	45	5	46	4	0	0	0	1	273	14	14	0	0	24	12	20	0	0	51	12	0	0	6	0	3	51	16	11	0	0	2	0	0	0	0	0	0	0	0	0	0	155	0	0	22	0	14	0	9	20	0	0	152	455	0	19	0	17	124	4	176	26	0	6	0	4	0	127	0	0	45	32	0	23	0	0	3	0	0	1	0	0
k__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_atypica	38	36	405	470	10	570	0	4	4	1	1	82	50	0	28	0	16	0	27	70	550	13	79	0	5	18863	162	2783	197	0	2	4	6	13836	2071	11	65	0	65	146	94	5	293	623	1105	26057	0	1	247	10	235	1	96	36	85	836	75	5859	65	570	2736	118	166	7	108	148	100	3540	47	37	223	0	8202	1175	0	0	7	2	0	36	26	12	409	90	53	15	156	1758	2	650	0	18	748	60	49	22	8201	2309	75	8	0	179	0	193	63	27	1	6	151	3109	499	14626	0	204	1	11	146	13	108	15	1874	25	5	192	67630	10	9	2	0	80	9	5	2162	222	0	1245	0	3	13	77	294	12	0	0	40	1	56	60	35	754	15051	976	0	36	99	6645	17	332	4	12	66	8	0	20	0	836	686	11	81	3731	452	18129	3006	1	199	2	170	303	7766	11	558	65	1	244	0	80	53	0	0	23	1	0	353	1	77	60	0	12	4698	124	12	9	5	13961	14656	0	448	0	79	12	30	19	734	10557	15	13	0	7	132	567	203	10833	2	288	223	0	0	39	2378	46	60	29	1	0	962	0	411	0	1555	24	1	0
k__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia_muciniphila_D	11	36	0	215	0	0	25	42	0	39	0	0	9	52	0	0	0	0	2	2	6	0	0	2	0	5	0	5	3	20	0	0	0	0	0	16	12	10	0	0	139	0	0	0	0	0	0	0	0	12	1	7	0	0	0	0	0	0	3	0	12	6	1	1	3	7	72	314	5	2	3	7	0	6	0	0	0	0	0	11	0	0	0	0	1	0	3	0	0	0	21	0	0	1	0	5	60	0	0	0	2	0	0	1	0	0	0	1	0	0	21	1	0	1	0	0	0	0	6	9	0	0	1	0	0	6	0	0	1	1	0	268	0	5	0	0	8	2	0	7	1	0	0	3	0	0	0	1	9	0	0	1	0	0	5	0	0	4	0	0	0	0	5	9	0	0	3	2	0	11	0	0	0	1	0	3	3	0	0	2	9	0	0	0	5	0	6	3	0	0	0	3	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	11	0	3	26	0	11	2	0	0	0	0	3	0	11	2	0	1	0	171	14	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter_sp900557055	619	350	4	3	1564	20	47	0	6297	64	660	6293	486	11	48	1	19	96	178	18	2330	335	64	615	253	290	71	125	111	231	188	18	29	0	3556	136	42	130	1	1199	244	2	68	112	2	112	0	0	0	373	49	398	22732	274	958	24	410	0	354	44	27	72	320	16	675	231	35	1	129	870	264	1	202	116	9	0	83	76	89	204	31	15	303	3	922	28	145	958	93	9	23	0	8	3801	306	64	12	54	0	53	4	190	0	14	48	47	590	609	603	0	56	543	845	73	183	362	162	42	8855	1089	46	3	48	133	28071	223	263	2	620	151	46	0	1135	42	0	0	262	71	2	6	19	23	52	67	40	0	485	609	56	466	26	92	195	34	713	176	0	85	210	40	831	180	447	5	60	0	3	21	698	341	4218	198	0	107	127	128	36	59	1328	644	0	2	20	9	13	183	4	1310	86	41	285	1	2	426	0	2	104	0	18	0	63	135	5	2	82	3	31	194	16	451	35	15	181	1354	119	44	4	681	1768	77	14265	585	47	50	0	40	2	100	6	0	170	278	7	302	8	0	101	1	0	0	1	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola_sp900554435	183	378	103	84	11629	202	1293	44	2627	109	6337	3999	5288	76	20	755	573	1472	409	2373	1874	2480	252	5344	4437	339	88	261	106	13822	4052	356	37	2	2770	4603	162	6627	5	3069	497	157	37	234	203	446	3	0	61	8113	524	238	5834	630	2796	1555	1466	81	5316	47	39	110	618	218	1859	382	99	26	1631	4826	3988	5	1708	26	56	0	18743	314	5863	2948	149	985	1919	702	678	1078	2384	601	250	169	3025	0	209	2133	193	815	450	385	0	255	1160	239	0	2	905	460	3899	7139	13683	25	1153	2711	11446	63	6224	794	3265	478	5586	12108	1661	33	860	8928	4849	946	2267	7	2539	347	65	1	38	155	0	109	1553	283	155	1263	4	682	372	334	240	4	1232	4713	2136	5790	22	329	5674	1858	3167	671	15	211	79	1047	5476	1527	4423	38	6258	1	189	1357	656	143	2054	852	5	579	2001	932	2480	170	1267	1790	34	3	6	4	29798	2446	329	3881	3182	215	1506	843	1024	5725	45	89	3237	37	1153	1	2495	176	18	259	202	6	401	17375	25	4336	1601	1468	544	3461	1519	576	170	5020	767	83	2484	1128	4	3061	0	616	16	1258	1314	2	224	586	4	366	22	0	200	2	0	0	2	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA9502;s__UBA9502_sp003478505	133	38	0	0	0	0	0	0	20	31	0	192	16	0	0	0	0	0	44	2	35	125	0	25	0	63	34	1	5	3	1070	0	286	0	90	0	0	0	0	51	0	0	0	0	0	0	0	0	7	2	3	54	94	36	2526	0	31	0	6	3	5	284	59	0	14	60	5	0	3	2	9	0	4	124	5	0	1	0	0	11	0	0	77	0	31	0	11	76	69	0	0	0	0	41	9	1	0	0	0	1	0	80	0	0	4	11	0	0	0	0	0	90	0	1	0	170	61	3	79	0	1	0	6	0	134	27	5	0	0	150	10	2	44	10	0	0	4	0	0	0	0	3	0	72	16	0	335	89	7	15	0	22	0	3	222	6	0	26	25	0	3	257	0	4	0	0	0	11	235	25	9	62	0	18	6	29	0	57	106	24	0	0	1	0	0	20	2	23	0	2	0	0	0	0	0	6	0	0	0	0	9	6	0	0	14	3	1	0	9	36	3	0	326	54	2	1	0	25	85	36	174	25	0	2	0	8	0	1	0	0	388	37	0	14	0	0	18	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eubacterium_G;s__Eubacterium_G_sp900552275	115	79	14	0	246	1	64	62	90	0	179	32	16	1	71	46	18	32	303	93	104	63	36	36	0	88	22	43	0	14	38	20	0	0	494	12	56	5	0	113	1	56	0	434	0	27	6	0	0	385	82	210	160	73	14	511	157	0	4	0	4	12	7	2	168	152	11	0	10	85	557	75	301	1	394	0	51	159	27	61	0	74	37	0	52	4	17	159	22	14	0	0	2	25	87	23	9	7	0	89	155	0	0	0	18	78	11	28	32	0	17	139	6	0	8	275	30	14	56	35	0	0	85	0	57	28	66	3	220	47	38	0	0	15	0	0	7	0	0	130	0	17	11	172	19	0	123	65	21	7	0	38	38	3	81	74	0	92	18	4	2402	20	41	48	382	0	0	55	1	14	280	133	0	63	53	66	428	104	2	123	0	0	0	0	115	64	7	431	25	25	86	36	55	231	0	1	37	0	0	0	47	136	0	1	27	0	94	8	0	50	4	9	34	19	97	127	0	860	101	22	160	78	0	7	0	104	2	76	38	0	14	54	0	236	21	0	23	0	0	0	0	0
