#OTU ID	1289.S322.001.fa	1170.S330.001.fa	814.S250.001.fa	898.S253.001.fa	106.S118.001.fa	313.S121.001.fa	534.S159.001.fa	1285.S312.001.fa	1607.S278.001.fa	1078.S268.001.fa	24.S133.001.fa	1300.S274.001.fa	1178.S281.001.fa	203.S175.001.fa	829.S205.001.fa	725.S236.001.fa	1414.S292.001.fa	240.S176.001.fa	1541.S287.001.fa	1485.S325.001.fa	1265.S273.001.fa	1367.S335.001.fa	1059.S233.001.fa	1594.S316.001.fa	560.S141.001.fa	1446.S293.001.fa	1722.S318.001.fa	1224.S301.001.fa	713.S213.001.fa	39.S150.001.fa	1405.S285.001.fa	363.S166.001.fa	236.S164.001.fa	430.S114.001.fa	1587.S305.001.fa	320.S129.001.fa	935.S254.001.fa	340.S145.001.fa	375.S122.001.fa	1275.S291.001.fa	839.S227.001.fa	746.S204.001.fa	1179.S290.001.fa	1054.S222.001.fa	437.S131.001.fa	200.S153.001.fa	544.S180.001.fa	351.S156.001.fa	952.S300.001.fa	993.S244.001.fa	904.S199.001.fa	936.S265.001.fa	1120.S341.001.fa	1175.S270.001.fa	1360.S323.001.fa	970.S221.001.fa	841.S239.001.fa	585.S181.001.fa	844.S251.001.fa	1694.S288.001.fa	784.S185.001.fa	1292.S334.001.fa	1198.S331.001.fa	767.S237.001.fa	271.S155.001.fa	894.S241.001.fa	1217.S272.001.fa	690.S247.001.fa	377.S130.001.fa	1124.S269.001.fa	1186.S309.001.fa	8.S125.001.fa	1630.S306.001.fa	1426.S314.001.fa	777.S261.001.fa	73.S151.001.fa	966.S190.001.fa	235.S154.001.fa	70.S134.001.fa	1000.S256.001.fa	62.S117.001.fa	330.S138.001.fa	1639.S327.001.fa	535.S169.001.fa	1187.S319.001.fa	807.S215.001.fa	1636.S317.001.fa	775.S249.001.fa	1199.S343.001.fa	889.S218.001.fa	512.S140.001.fa	183.S127.001.fa	1085.S280.001.fa	893.S229.001.fa	1444.S286.001.fa	651.S246.001.fa	1599.S338.001.fa	815.S262.001.fa	1182.S299.001.fa	520.S147.001.fa	251.S128.001.fa	624.S201.001.fa	261.S137.001.fa	887.S198.001.fa	695.S259.001.fa	846.S263.001.fa	141.S152.001.fa	447.S146.001.fa	1653.S339.001.fa	449.S158.001.fa	1622.S295.001.fa	77.S162.001.fa	46.S172.001.fa	1004.S266.001.fa	208.S111.001.fa	1701.S296.001.fa	1753.S340.001.fa	1666.S279.001.fa	1261.S333.001.fa	116.S135.001.fa	406.S157.001.fa	398.S139.001.fa	663.S202.001.fa	230.S144.001.fa	1213.S320.001.fa	880.S187.001.fa	419.S167.001.fa	41.S161.001.fa	26.S142.001.fa	1417.S303.001.fa	1258.S321.001.fa	1071.S267.001.fa	546.S115.001.fa	1216.S344.001.fa	1338.S313.001.fa	871.S252.001.fa	909.S208.001.fa	288.S165.001.fa	213.S120.001.fa	964.S255.001.fa	574.S148.001.fa	1705.S307.001.fa	80.S173.001.fa	1214.S332.001.fa	1429.S324.001.fa	673.S224.001.fa	1435.S347.001.fa	879.S264.001.fa	1506.S337.001.fa	1605.S349.001.fa	1222.S282.001.fa	590.S124.001.fa	962.S243.001.fa	716.S225.001.fa	1656.S350.001.fa	452.S168.001.fa	706.S194.001.fa	1307.S284.001.fa	1562.S294.001.fa	159.S119.001.fa	610.S171.001.fa	1262.S345.001.fa	618.S182.001.fa	937.S189.001.fa	659.S193.001.fa	559.S132.001.fa	1066.S257.001.fa	648.S234.001.fa	933.S242.001.fa	866.S228.001.fa	1767.S351.001.fa	812.S226.001.fa	1173.S342.001.fa	1091.S308.001.fa	1251.S311.001.fa	1139.S289.001.fa	432.S123.001.fa	1017.S191.001.fa	1473.S315.001.fa	903.S188.001.fa	608.S160.001.fa	645.S223.001.fa	247.S112.001.fa	733.S248.001.fa	743.S184.001.fa	967.S210.001.fa	910.S219.001.fa	960.S231.001.fa	506.S179.001.fa	938.S200.001.fa	888.S207.001.fa	228.S136.001.fa	64.S126.001.fa	985.S232.001.fa	621.S192.001.fa	1143.S298.001.fa	72.S143.001.fa	1471.S304.001.fa	51.S110.001.fa	1431.S336.001.fa	913.S230.001.fa	305.S113.001.fa	855.S197.001.fa	837.S216.001.fa	1595.S326.001.fa	427.S178.001.fa	1297.S346.001.fa	619.S183.001.fa	813.S238.001.fa	753.S214.001.fa	655.S258.001.fa	364.S177.001.fa	1065.S245.001.fa	848.S186.001.fa	577.S170.001.fa	710.S203.001.fa	143.S163.001.fa	1208.S310.001.fa	1528.S277.001.fa	951.S220.001.fa	1115.S329.001.fa	1511.S348.001.fa	860.S217.001.fa	1090.S297.001.fa	941.S209.001.fa	600.S149.001.fa	796.S195.001.fa	867.S240.001.fa	734.S260.001.fa	1200.S271.001.fa	856.S206.001.fa	587.S116.001.fa	1268.S283.001.fa	1437.S276.001.fa	679.S235.001.fa	667.S212.001.fa	1749.S328.001.fa	1386.S275.001.fa	151.S174.001.fa	825.S196.001.fa	635.S211.001.fa	1281.S302.001.fa
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella_sp000434515	91	2	1	0	2	1	4	0	67	0	0	0	8	0	0	195	0	5	8	71	0	0	0	10	110	0	28	6	0	3	2440	0	0	0	0	45	3	125	0	29	0	0	0	27	0	2	1	0	0	513	8	6	19	0	5	0	7	0	10	0	0	0	0	0	60	0	38	0	0	3	2	0	22	0	0	0	13	0	5	35	0	4	9	0	0	0	7	0	0	2	11	0	67	0	0	148	0	0	0	68	53	0	0	3	22	0	17	8	0	0	0	21	4	0	115	0	0	0	44	24	1	0	5	2	0	0	34	0	0	1	14	0	0	0	0	0	0	0	2	45	5	7	0	5	34	0	1742	0	6	32	0	15	0	1	4	1	0	9	32	56	0	0	141	0	12	0	2	100	0	0	70	5	0	1674	0	0	119	0	1	78	0	0	0	0	10	106	183	0	2	3	3	0	0	21	0	0	36	0	6	0	17	3	0	7	0	0	15	0	0	1213	0	25	0	0	8	1	4	1	0	17	0	0	0	0	0	0	1	5	65	0	0	1	0	0	1	0	11	1	0	0	1	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium_prausnitzii	115	11	0	0	0	0	1	0	4547	7	0	2339	1392	0	3	5	0	0	1608	0	2500	585	0	663	0	511	21	2	22	0	757	0	53	0	12693	0	0	0	9	1512	22	2	0	17	0	0	0	0	8	8	4	20	217	24	9065	3	111	0	29	13	17	506	154	0	36	169	32	0	1	3	11	0	5	23	8	0	208	0	0	579	12	0	14	1	46	0	1	39	576	0	0	5	0	2515	49	28	0	0	0	1	0	1	0	0	62	33	0	0	0	0	3	1011	0	1130	0	144	13	161	3519	2	4	0	1	70	83	2251	7	0	0	33954	11	1	20	34	0	0	39	10	0	0	0	5	0	549	1	0	27005	314	1	6	0	3	0	2	1596	8	0	463	8	5	12	13	1	42	0	0	0	25	2779	68	441	0	0	140	15	573	0	11	55	12	0	0	3	0	0	3818	0	103	0	10	2	0	0	0	0	2	0	1	0	1	1	264	0	0	1	0	6	0	17	238	0	5	4099	27	6	30	0	501	15	3	3074	3927	0	18	0	6	0	50	0	0	270	157	0	1882	0	0	3	0	0	3	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A_sp003480185	307	7261	0	0	0	12	0	0	1765	61	0	3029	40	4	3	1	0	0	1822	5	392	773	0	792	0	77	8	18	3653	11	446	0	0	0	7998	1	2	6	9	2740	17	0	0	1	3	16	0	0	4	59	10	49	1633	17891	109	0	20	0	11	11	17	50	136	0	21	169	10	0	1	208	336	1	373	20	25	0	2	0	1	29	48	0	4235	0	282	0	27	479	70	0	1	9	2	800	183	10	0	11	0	47	0	239	0	3	5	15	0	5	0	0	0	147	0	27	0	7625	633	24	1191	0	4	1	12	2	386	2326	9	1	0	79	35	6	15	92	0	0	1	6	0	10	0	2	0	73	18	0	2525	426	2	336	23	1962	0	3	257	1065	2	31	35	0	1312	32	6	13	0	22	2	7	447	83	2395	134	0	256	1736	1604	7	92	684	2627	0	5	0	3	8	875	4	2228	0	1	125	1	3	12	0	3	0	0	0	1	0	29	3	0	165	5	3	1	8	629	4	1	358	48	4	327	0	1875	452	24	807	3745	0	43	2	9	0	1604	16	0	23	46	5	2194	1	1	51	0	0	4	0	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;s__Neisseria_flavescens	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1	26	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	152	0	0	0	0	0	2	0	7	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D_parainfluenzae_L	30	0	0	238	1342	1	0	28	46	0	0	62	58	0	0	0	6	0	17	128	0	23	0	6	0	219	1	25	4	0	0	0	654	70	27	2814	0	0	364	3	1	0	0	0	0	0	15	0	3	0	0	5	16	1	12	21	0	268	12	0	54	0	285	1	2	81	1	128	0	1	208	0	133	51	22	0	0	39	0	0	4	2875	87	194	0	3	349	118	0	0	0	3350	0	4	15	14	148	0	580	0	1	5	0	273	0	0	0	0	0	26	156	0	0	0	0	512	106	5	7	3	1	1318	0	2	23	9	0	22	0	179	11	1	1	184	1477	10	0	40	33	74	108	4	38	0	13	901	0	11	0	1	0	0	0	0	1	0	57	23	127	0	37	38	0	0	0	5875	2	0	0	2	33	1	8	0	0	6	1126	42	37	1	734	1179	42	775	0	1	138	7	0	0	0	117	572	0	12	10	0	245	27	2	0	63	0	0	645	0	3	0	1	0	136	0	0	4	0	71	0	0	4	11	136	1573	0	9	1736	0	0	1	17	45	0	0	1733	35	0	0	85	0	1105	1	94	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum_sp900291975	131	30	1	0	0	0	0	3	27	21	0	31	37	0	0	2	0	0	51	0	1086	20	1	22	0	73	17	1	2	0	231	0	6	0	55	0	2	0	13	150	5	1	0	4	0	0	0	0	2	3	115	66	265	30	2	1	3	0	11	0	3	16	3	0	5	48	0	0	1	0	0	0	1	21	2	0	2	0	1	7	11	2	7	0	116	1	1	326	35	1	0	12	0	378	7	4	0	0	0	0	1	50	0	0	16	2	0	0	0	0	0	2	0	32	1	41	0	1	111	0	0	0	0	5	7	299	128	0	0	22	11	1	4	27	0	0	4	0	0	0	0	1	4	20	0	0	77	162	1	2	92	3	0	1	41	1	0	10	31	0	4	384	1	5	3	0	0	58	16	21	10	3	0	98	1	156	0	71	7	22	0	0	400	0	25	29	0	18	0	0	0	0	0	1	0	0	1	0	0	0	0	785	0	0	0	0	3	0	3	108	0	0	116	9	2	1	0	21	4	11	103	90	0	3	0	37	0	7	0	0	17	22	0	189	1	0	3	0	0	0	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides_finegoldii	1058	67	3210	56	210	29	1143	8432	443	7	120	771	1077	13	1720	95	174	1630	1550	185	2079	591	2588	837	165	0	1912	771	2	952	518	1117	0	114	5	451	1316	679	0	364	0	223	608	345	0	129	16	0	0	964	2203	895	398	1735	446	643	775	587	830	208	1	29	2	844	900	0	1423	8	5	427	464	6011	2461	0	42	1	203	11	423	616	1	213	1193	0	0	147	916	2	0	5407	1352	0	14496	1028	2543	2748	439	251	0	1923	146	0	0	120	613	0	265	2644	607	8	1440	2032	361	37	1436	657	644	73	747	135	212	2	268	371	1	625	256	2	1428	1276	926	0	0	1235	0	13	2902	176	412	229	343	1211	392	1754	6683	4	486	44	1346	125	0	355	470	239	543	404	32	1390	1423	271	1099	1141	1077	235	1293	0	458	374	0	0	491	296	0	539	409	1158	442	2	0	1187	1	0	0	0	224	2391	601	727	961	643	455	1126	1103	381	8	25	761	5	191	1	2986	2088	102	945	42	1	2772	765	0	759	2819	348	0	227	575	5658	404	1111	0	205	1	2	338	700	1	682	475	2435	331	1	357	1296	0	385	94	0	842	0	0	0	1	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA7182;s__UBA7182_sp003480725	570	110	1	0	0	0	0	0	83	11	0	86	74	2	0	0	0	0	87	0	105	55	0	54	0	30	18	13	5	3	87	0	172	0	123	0	6	0	0	239	31	0	0	3	1	1	0	0	2	6	4	42	161	41	26	1	53	0	13	7	42	102	77	0	7	47	4	0	1	10	25	0	7	31	1	0	2	0	0	60	15	0	21	1	57	0	13	172	21	0	0	0	0	49	10	2	0	0	0	1	0	40	0	0	17	4	0	1	0	0	0	54	0	58	0	104	61	13	137	0	10	0	7	4	104	204	53	0	0	61	8	0	3	27	0	0	12	0	0	0	0	4	0	13	8	0	113	29	0	14	8	2	0	20	189	6	0	33	39	0	5	11	0	5	0	0	1	18	95	20	67	22	0	55	13	81	0	35	51	27	0	0	4	24	3	39	1	15	2	5	10	0	0	1	0	2	0	0	0	0	0	36	0	0	20	0	7	0	8	24	0	0	108	21	14	11	0	22	111	13	154	87	0	9	0	8	0	14	0	0	10	102	0	59	6	0	10	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella_sp900066775	26	39	0	0	0	0	0	0	42	4	0	38	16	0	0	1	0	0	34	0	619	49	0	8	0	96	4	3	1	0	28	0	89	0	331	0	3	0	0	92	17	0	1	2	1	0	0	0	0	2	2	16	97	26	23	0	9	0	0	0	7	15	6	0	4	42	3	0	0	10	9	0	13	5	0	0	1	0	1	20	0	0	5	4	36	0	3	51	12	0	0	0	0	55	82	0	0	0	0	2	0	34	0	0	6	47	0	1	0	0	0	19	0	3	1	30	9	1	131	0	3	0	5	0	85	22	11	0	0	10	4	0	0	7	0	0	0	0	0	0	0	1	0	9	11	1	23	10	1	11	2	2	0	4	60	7	5	12	91	0	4	4	0	4	0	0	0	3	29	6	15	2	0	11	0	29	0	12	105	15	0	1	0	0	0	39	8	54	0	1	2	0	0	34	2	3	0	0	0	0	3	11	0	0	25	0	20	0	13	60	0	0	72	7	0	6	0	532	64	2	151	104	0	1	0	4	0	4	0	0	3	27	0	40	2	0	6	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter_torques	136	1420	0	0	0	1	6	2	124	28	0	85	21	6	0	7	0	1	13	6	773	11	0	19	0	419	4	9	87	12	64	0	8	0	103	2	7	0	0	664	2	0	0	0	0	183	0	0	2	3	1549	50	38	30	631	0	39	0	4	2	0	45	51	0	20	64	9	0	1	55	86	0	26	63	6	0	31	0	13	1552	0	0	39	0	82	0	39	1692	258	0	0	0	8	143	93	1	0	0	0	10	1	180	0	0	6	25493	0	7	0	0	2	2	0	5	0	35	52	5	6	0	18	1	438	3	41	527	3	0	0	468	25	4	5	29	0	0	0	0	0	3	0	29	0	20	9	0	74	3	54	33	5	251	0	23	8	1691	8	10	79	2	12	9	0	23	0	0	3	9	216	28	15	121	0	53	4	184	0	111	340	23	0	0	2	0	0	1	11	250	0	1	33	6	8	1	0	5	0	1	0	0	75	0	0	3	16	10	2	299	1	591	24	2	96	31	0	1	0	167	139	30	111	97	0	20	0	36	0	1	1	0	7	75	0	235	7	0	17	0	0	0	1	1
k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella_sp900552705	105	0	0	0	0	0	0	0	3	36	1	12	46	0	0	0	1	1	1	1	73	1	0	12	0	13	4	0	0	1	2	3	0	0	0	22	15	0	0	1	0	23	0	0	0	0	0	0	24	1	2	47	65	0	0	11	0	0	3	73	0	103	0	2	0	0	0	0	0	0	0	0	60	17	0	0	10	12	2	0	0	0	5	0	0	0	0	0	67	0	0	0	10	43	10	324	227	121	0	0	0	0	0	0	58	0	0	50	72	255	225	0	0	23	0	0	0	1	17	0	59	0	4	17	11	4	11	0	0	0	7	0	0	0	0	0	0	10	0	81	0	0	54	29	23	0	12	0	0	34	0	0	0	100	2	0	52	13	21	14	0	0	0	0	0	0	135	20	12	0	32	0	0	28	10	7	29	309	0	18	0	0	0	0	0	35	5	1	0	27	0	0	0	0	0	68	0	0	0	0	0	11	0	0	33	0	59	0	0	5	0	50	130	140	5	204	0	0	0	35	4	48	0	45	0	0	0	61	166	329	136	0	0	0	0	417	0	483	0	22	0	0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Mangrovicoccus;s__Mangrovicoccus_sp003254465	6	13	0	13	0	0	2	10	0	6	0	0	0	10	0	0	1	1	0	0	0	0	0	0	0	37	0	3	1	15	0	0	0	0	0	5	0	19	0	0	10	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	1	0	0	0	0	0	7	4	1	15	45	1	0	0	0	1	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	19	6	0	0	0	0	0	5	1	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	14	0	0	11	0	0	0	0	0	0	0	7	19	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	7	3	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	18	0	0	0	0	0	0	1	0	0	0	0	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes_hadrus	9	31	0	0	0	0	0	0	5102	0	0	1270	114	1	1	1	0	0	8	0	2026	16	0	3969	0	12425	0	4	25	0	1095	0	179	0	28776	0	0	0	0	7360	1	1	0	0	0	0	0	0	0	214	2	12	36	23	926	0	0	0	1	0	0	601	41	0	0	63	820	0	0	18	2	0	9	1	1	0	0	0	0	4157	0	0	25	0	49	0	5	31	1	0	0	0	0	2515	8	1	0	0	0	5	0	10	0	0	0	13	0	0	0	0	1	0	0	0	0	15	15	1	2472	0	0	0	8	0	7	6	10	0	0	9	1	1	0	23	0	0	0	0	0	0	0	0	0	0	0	2	1730	757	0	15	0	752	0	0	534	11	7	10	2	0	4	8	0	1	0	0	10	4	23	2	2419	24	0	112	5	3825	0	9	25	5560	0	0	0	2	0	2232	256	577	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	2	0	0	40	0	0	6	13	1	0	0	3638	21	1	3363	15035	0	0	0	0	0	1	0	0	0	1	13	4012	2	0	3	0	0	0	0	0
k__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella_infantium	32	43	109	31	29	1228	0	1	1	4	2	15	95	0	1	0	6	0	39	60	22	13	48	3	26	992	154	405	271	0	0	1	15	193	1383	42	42	1	95	80	0	13	36	18	242	2753	0	0	429	1	59	2	39	34	30	175	1	597	36	523	1336	139	106	6	87	368	14	13	1	22	191	0	301	263	1	0	0	2	0	45	12	39	472	218	64	0	227	5141	7	93	0	22	899	33	73	33	54	131	204	6	1	70	0	426	8	136	0	6	652	41	62	52	0	134	0	15	132	13	26	54	271	117	7	87	622	8	0	1	0	3	5	5	1074	118	0	738	1	23	16	34	1355	9	12	0	38	0	7	34	11	1551	574	5	0	32	1	141	42	49	4	0	44	21	0	58	0	896	255	4	31	133	206	89	12	0	1	1	196	196	350	3	467	152	2	28	2	44	5	2	0	10	8	0	360	0	6	55	0	22	735	978	5	26	0	61	165	1	168	0	65	0	12	1	135	48	0	51	0	3	125	679	213	77	0	103	674	0	0	0	49	62	7	0	0	0	1257	0	231	1	3901	20	0	0
k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__Prevotellamassilia_timonensis	138	16	111	0	61	3	140	213	43	1	87	0	210	1	7	36	740	321	542	0	239	9	587	153	0	0	105	2849	0	457	46	44	0	32	0	38	2100	6	0	16	0	68	0	70	0	10	25	0	54	42	568	577	48	16	21	35	287	0	69	3	1	118	0	42	69	0	121	0	4	20	0	1667	988	0	1157	0	233	8	0	321	0	9	15	0	6	0	9	7	0	320	1	0	97	268	9	177	0	767	1	443	11	0	0	7	177	1	12	123	225	0	0	49	149	96	58	67	8	95	65	773	0	1	1653	0	151	310	34	0	32	680	1096	0	138	0	0	244	2	18	6	4	43	123	1417	175	140	0	223	88	74	0	0	643	1	0	24	8	0	807	29	22	69	3	242	0	244	0	3	59	0	1	4	1	0	126	176	518	11	0	11	46	0	0	0	0	23	143	490	38	10	118	58	146	329	198	117	282	33	319	0	0	24	23	1	14	235	0	992	1553	0	542	11	47	4	1	65	659	3	125	6	924	0	393	2	2	0	0	8	1387	6	0	290	147	0	233	3	0	1672	0	0	0	1	0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__Lamprocystis;s__Lamprocystis_purpurea	5	2	0	7	0	0	14	59	0	1	0	0	0	19	0	0	548	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	9	0	24	0	0	0	2	0	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	9	38	7	0	0	0	0	14	34	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	18	0	0	0	0	3	0	150	0	0	16	25	6	0	0	0	0	117	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	16	0	0	0	0	0	0	44	0	0	0	0	0	1	0	0	27	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	18	0	1	0	1	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	2	7	0	0	13	0	0	32	1	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella_lenta	475	371	0	0	0	11	0	174	63	0	0	135	152	0	0	0	2	0	105	60	563	67	178	331	0	1121	404	335	1355	0	32	250	0	0	72	59	131	0	0	128	586	1	0	104	0	16	0	0	0	8	66	339	685	5728	52	695	341	0	86	189	0	1507	0	71	383	536	850	0	0	0	171	0	391	751	182	0	150	0	0	197	0	0	16	0	2764	1	71	2	2382	0	0	0	50	143	4698	1433	0	161	0	0	0	709	0	0	497	844	0	192	0	0	283	29	0	430	1	933	1808	12	83	0	1438	232	10	1232	125	198	29	0	0	598	105	169	341	277	0	1	73	193	0	329	0	3735	1	276	96	0	52	267	793	200	0	150	0	1017	0	4	0	139	202	110	0	90	6	1135	0	0	0	353	281	546	440	198	21	149	334	140	0	1654	1070	258	0	0	470	0	54	87	1418	0	0	572	0	0	0	1	0	285	0	56	628	1	238	74	0	52	199	0	445	0	0	46	0	334	1879	2601	101	595	0	25	2189	152	206	106	0	1625	0	0	16	179	1399	0	36	186	0	60	0	1	83	0	0	0	0	0
k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__Erysipelatoclostridium_spiroforme	29	81	0	0	0	7	0	0	162	0	0	0	0	0	0	0	0	65	4	0	0	0	0	0	0	2	6	1	17	1	9	0	0	0	1	0	0	0	0	11	0	0	1	1	0	0	0	0	0	60	0	1	30	0	0	0	0	0	0	0	0	0	6	0	492	0	1	0	6	0	0	0	1	1	0	0	0	1	2143	42	3	0	0	0	0	0	0	17	0	0	0	4	0	0	173	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	44	2	6	0	0	0	0	0	0	0	14	11	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	1	38	0	0	0	0	61	0	35	0	78	2	1	0	1	0	0	0	3	6	0	0	7	0	105	0	0	0	8	147	1	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	1	0	0	0	0	1	8	1	163	95	0	0	0	9	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteriota;c__Actinomycetia;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium_kashiwanohense_A	50	25	0	1810	41	115	0	61	354	846	0	108	296	1	1	1	4	0	78	2	409	471	70	241	0	56	125	36	272	21	579	186	0	0	13	488	147	0	3	180	9	73	15	87	225	56	0	4	19	1349	4	332	70	448	109	1838	37	3	12	51	0	769	0	686	101	0	190	3571	3	7	1146	0	267	1601	52	0	46	4	41	118	107	209	27	0	12	0	0	269	373	0	0	0	2	134	240	813	202	64	0	1	0	168	0	0	80	7	0	87	44	5807	235	38	64	160	3	8	0	23	115	0	98	145	1	95	12	388	184	363	0	22	33	12	3	4	0	13	0	1186	0	129	0	166	63	322	14	0	193	43	191	18	1	0	0	98	15	2	261	237	130	27	0	44	0	3	0	0	264	1173	114	8	76	2625	0	732	14	696	61	68	82	19	0	39	118	0	0	220	241	1	0	30	6	5	46	0	37	54	0	0	532	0	398	38	0	0	23	1	730	4	9	0	0	43	1669	156	154	1133	1	6	16	234	6	297	0	86	0	403	0	198	231	426	117	32	0	21	0	2650	73	608	402	99	0	0
k__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;s__Agathobacter_faecis	216	80	0	0	0	5	2	0	21942	19	0	23304	46	2	12	0	1	0	52	7	8014	344	2	50	0	183	22	8	26	12	85	0	404	0	7913	0	13	0	2	699	539	0	0	2	0	22	0	0	12	9	12	51	86219	149	2611	0	104	3	22	6	93	119	1293	0	31	319	11	1	3	12	54	0	68	37	8	0	25	0	0	21	13	0	249	40	158	0	18	598	70	0	0	0	1	13360	183	3	0	0	0	2	0	174	0	1	41	80	0	2	1	0	1	63	0	21	1	187	228	35	28092	0	3	0	17	0	99236	773	18	0	0	94	47	1	21	78	0	0	1	0	0	0	0	0	0	52	19	0	258	183	4	137	10	106	0	7	395	118	0	14	460	0	18	14	5	16	0	0	1	22	1008	59	16756	77	0	38	28	263	0	121	4959	171	0	1	6	0	0	190	5	714	1	10	3	0	0	0	0	6	0	0	0	0	6	186	0	0	110	1	54	1	23	114	20	1	233	5138	6	40	0	147	373	59	53723	953	0	9	0	5	0	88	0	0	139	295	10	409	10	0	13	0	0	0	0	0
